iso3,country,scenario,year,target,base_value,prediction,feature,shap_value
DNK,Denmark,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.6225597825013836
DOM,Dominican Republic,SSP1,2030,poverty_3usd,3.867594086021506,0.2449999999999999,gini,-2.30852779205094
DOM,Dominican Republic,SSP1,2050,poverty_3usd,3.867594086021506,0.175,gini,-1.7361700928684822
DOM,Dominican Republic,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.3080885147501478
DOM,Dominican Republic,SSP2,2030,poverty_3usd,3.867594086021506,0.385,gini,-2.2423071989634855
DOM,Dominican Republic,SSP2,2050,poverty_3usd,3.867594086021506,0.275,gini,-1.6628149339467946
DOM,Dominican Republic,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.1793968741657048
DOM,Dominican Republic,SSP3,2030,poverty_3usd,3.867594086021506,0.5950000000000001,gini,-2.719853176149308
DOM,Dominican Republic,SSP3,2050,poverty_3usd,3.867594086021506,0.425,gini,-2.8452247422206884
DOM,Dominican Republic,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-3.1243039454238763
DOM,Dominican Republic,SSP5,2030,poverty_3usd,3.867594086021506,0.315,gini,-2.295968371130796
DOM,Dominican Republic,SSP5,2050,poverty_3usd,3.867594086021506,0.225,gini,-1.6564217021580458
DOM,Dominican Republic,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.0686714678831588
DZA,Algeria,SSP1,2030,poverty_3usd,3.867594086021506,0.0,gini,-16.341865462225744
DZA,Algeria,SSP1,2050,poverty_3usd,3.867594086021506,0.0,gini,-2.654675280936551
DZA,Algeria,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.5516392022869598
DZA,Algeria,SSP2,2030,poverty_3usd,3.867594086021506,0.0,gini,132.15823036550307
DZA,Algeria,SSP2,2050,poverty_3usd,3.867594086021506,0.0,gini,-2.9741411692978583
DZA,Algeria,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.3517100300728122
DZA,Algeria,SSP3,2030,poverty_3usd,3.867594086021506,0.0,gini,2.056988096131603
DZA,Algeria,SSP3,2050,poverty_3usd,3.867594086021506,0.0,gini,0.6813231092766897
DZA,Algeria,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.45352405054725276
DZA,Algeria,SSP5,2030,poverty_3usd,3.867594086021506,0.0,gini,17.689377252864663
DZA,Algeria,SSP5,2050,poverty_3usd,3.867594086021506,0.0,gini,-3.2844924861205764
DZA,Algeria,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.103777817058951
EAS,East Asia & Pacific,SSP1,2030,poverty_3usd,3.867594086021506,0.6124999999999999,gini,-7.777237429740398
EAS,East Asia & Pacific,SSP1,2050,poverty_3usd,3.867594086021506,0.4375,gini,6.555555359293674
EAS,East Asia & Pacific,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,0.6130075850477966
EAS,East Asia & Pacific,SSP2,2030,poverty_3usd,3.867594086021506,0.9625,gini,-6.076113398579328
EAS,East Asia & Pacific,SSP2,2050,poverty_3usd,3.867594086021506,0.6875,gini,15.610823443468709
EAS,East Asia & Pacific,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,1.495579479831271
EAS,East Asia & Pacific,SSP3,2030,poverty_3usd,3.867594086021506,1.4875,gini,-3.1332931204213965
EAS,East Asia & Pacific,SSP3,2050,poverty_3usd,3.867594086021506,1.0625,gini,-3.8704336186784354
EAS,East Asia & Pacific,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-5.898035767843539
EAS,East Asia & Pacific,SSP5,2030,poverty_3usd,3.867594086021506,0.7875,gini,-6.062165668159411
EAS,East Asia & Pacific,SSP5,2050,poverty_3usd,3.867594086021506,0.5625,gini,54.56298961576772
EAS,East Asia & Pacific,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,2.3300420857113506
ECS,Europe & Central Asia,SSP1,2030,poverty_3usd,3.867594086021506,0.1531249999999999,gini,-1.300433880024793
ECS,Europe & Central Asia,SSP1,2050,poverty_3usd,3.867594086021506,0.109375,gini,-1.1793327677221803
ECS,Europe & Central Asia,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.0718062793145002
ECS,Europe & Central Asia,SSP2,2030,poverty_3usd,3.867594086021506,0.240625,gini,-1.2388194563495842
ECS,Europe & Central Asia,SSP2,2050,poverty_3usd,3.867594086021506,0.171875,gini,-1.075249388137353
ECS,Europe & Central Asia,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.904103130815705
ECS,Europe & Central Asia,SSP3,2030,poverty_3usd,3.867594086021506,0.371875,gini,-1.2508919807330574
ECS,Europe & Central Asia,SSP3,2050,poverty_3usd,3.867594086021506,0.265625,gini,-1.1006841700675558
ECS,Europe & Central Asia,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.6155581218256005
ECS,Europe & Central Asia,SSP5,2030,poverty_3usd,3.867594086021506,0.196875,gini,-1.2306721051801481
ECS,Europe & Central Asia,SSP5,2050,poverty_3usd,3.867594086021506,0.140625,gini,-1.0186501480403154
ECS,Europe & Central Asia,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.7659470389645656
ECU,Ecuador,SSP1,2030,poverty_3usd,3.867594086021506,2.235625,gini,-0.8056773399749978
ECU,Ecuador,SSP1,2050,poverty_3usd,3.867594086021506,1.5968749999999998,gini,-0.6561115710135442
ECU,Ecuador,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.9058208217202277
ECU,Ecuador,SSP2,2030,poverty_3usd,3.867594086021506,3.5131250000000005,gini,-0.17111733129273377
ECU,Ecuador,SSP2,2050,poverty_3usd,3.867594086021506,2.5093750000000004,gini,-0.30918520594072674
ECU,Ecuador,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.6274620395171425
ECU,Ecuador,SSP3,2030,poverty_3usd,3.867594086021506,5.429375,gini,-0.6661974180432835
ECU,Ecuador,SSP3,2050,poverty_3usd,3.867594086021506,3.878125,gini,0.002231553223476222
ECU,Ecuador,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-2.547743991606221
ECU,Ecuador,SSP5,2030,poverty_3usd,3.867594086021506,2.874375,gini,-0.46140348331708525
ECU,Ecuador,SSP5,2050,poverty_3usd,3.867594086021506,2.053125,gini,-0.31000859273690357
ECU,Ecuador,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.3794479413717372
EGY,"Egypt, Arab Rep.",SSP1,2030,poverty_3usd,3.867594086021506,0.4287499999999999,gini,0.6960299169781825
EGY,"Egypt, Arab Rep.",SSP1,2050,poverty_3usd,3.867594086021506,0.3062499999999999,gini,-0.08049841783487659
EGY,"Egypt, Arab Rep.",SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.5093279777164478
EGY,"Egypt, Arab Rep.",SSP2,2030,poverty_3usd,3.867594086021506,0.6737500000000001,gini,0.9616293432423229
EGY,"Egypt, Arab Rep.",SSP2,2050,poverty_3usd,3.867594086021506,0.48125,gini,0.2577984652398466
EGY,"Egypt, Arab Rep.",SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.16121000161467106
EGY,"Egypt, Arab Rep.",SSP3,2030,poverty_3usd,3.867594086021506,1.04125,gini,3.3392678745928532
EGY,"Egypt, Arab Rep.",SSP3,2050,poverty_3usd,3.867594086021506,0.7437499999999999,gini,8.919781190428123
EGY,"Egypt, Arab Rep.",SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-16.58834534832845
EGY,"Egypt, Arab Rep.",SSP5,2030,poverty_3usd,3.867594086021506,0.55125,gini,1.2324206681828944
EGY,"Egypt, Arab Rep.",SSP5,2050,poverty_3usd,3.867594086021506,0.39375,gini,0.537134168797943
EGY,"Egypt, Arab Rep.",SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,0.13322808293831498
ESP,Spain,SSP1,2030,poverty_3usd,3.867594086021506,0.2449999999999999,gini,-6.291060151154239
ESP,Spain,SSP1,2050,poverty_3usd,3.867594086021506,0.175,gini,9.582549891757722
ESP,Spain,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,0.5269018487276447
ESP,Spain,SSP2,2030,poverty_3usd,3.867594086021506,0.385,gini,-5.490649858208621
ESP,Spain,SSP2,2050,poverty_3usd,3.867594086021506,0.275,gini,69.89921360505399
ESP,Spain,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,1.5195408941419775
ESP,Spain,SSP3,2030,poverty_3usd,3.867594086021506,0.5950000000000001,gini,-3.50553975487058
ESP,Spain,SSP3,2050,poverty_3usd,3.867594086021506,0.425,gini,-3.684796908942287
ESP,Spain,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-4.133506164312344
ESP,Spain,SSP5,2030,poverty_3usd,3.867594086021506,0.315,gini,-5.357902840792115
ESP,Spain,SSP5,2050,poverty_3usd,3.867594086021506,0.225,gini,-38.885958484689354
ESP,Spain,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,2.5324939598726015
EST,Estonia,SSP1,2030,poverty_3usd,3.867594086021506,0.091875,gini,-0.15312906106311666
EST,Estonia,SSP1,2050,poverty_3usd,3.867594086021506,0.065625,gini,1.183116510202662
EST,Estonia,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.714629336103196
EST,Estonia,SSP2,2030,poverty_3usd,3.867594086021506,0.144375,gini,-0.27831862348735475
EST,Estonia,SSP2,2050,poverty_3usd,3.867594086021506,0.103125,gini,-0.00467831939904111
EST,Estonia,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.3561859611852594
EST,Estonia,SSP3,2030,poverty_3usd,3.867594086021506,0.223125,gini,-0.43316554279854846
EST,Estonia,SSP3,2050,poverty_3usd,3.867594086021506,0.159375,gini,-0.6260952950387108
EST,Estonia,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.059150708305356
EST,Estonia,SSP5,2030,poverty_3usd,3.867594086021506,0.118125,gini,-0.3500679316912277
EST,Estonia,SSP5,2050,poverty_3usd,3.867594086021506,0.084375,gini,-0.3748100320610118
EST,Estonia,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.11935651957867544
ETH,Ethiopia,SSP1,2030,poverty_3usd,3.867594086021506,11.82125,gini,2.030722553333559
ETH,Ethiopia,SSP1,2050,poverty_3usd,3.867594086021506,8.44375,gini,1.1296746051626965
ETH,Ethiopia,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.7010598535621454
ETH,Ethiopia,SSP2,2030,poverty_3usd,3.867594086021506,18.57625,gini,3.8599620488319784
ETH,Ethiopia,SSP2,2050,poverty_3usd,3.867594086021506,13.268750000000002,gini,2.5602214035342112
ETH,Ethiopia,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.237188505436766
ETH,Ethiopia,SSP3,2030,poverty_3usd,3.867594086021506,28.70875,gini,6.5732055355012005
ETH,Ethiopia,SSP3,2050,poverty_3usd,3.867594086021506,20.50625,gini,4.594022335241332
ETH,Ethiopia,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.1627540151975808
ETH,Ethiopia,SSP5,2030,poverty_3usd,3.867594086021506,15.19875,gini,3.023582424405648
ETH,Ethiopia,SSP5,2050,poverty_3usd,3.867594086021506,10.85625,gini,2.0034782840096153
ETH,Ethiopia,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.415215400831297
FCS,Fragile and conflict affected situations,SSP1,2030,poverty_3usd,3.867594086021506,12.770625,gini,1.3127490214986162
FCS,Fragile and conflict affected situations,SSP1,2050,poverty_3usd,3.867594086021506,9.121875,gini,0.5230358151181623
FCS,Fragile and conflict affected situations,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,1.3676034465711753
FCS,Fragile and conflict affected situations,SSP2,2030,poverty_3usd,3.867594086021506,20.068125,gini,2.583750224481235
FCS,Fragile and conflict affected situations,SSP2,2050,poverty_3usd,3.867594086021506,14.334375,gini,1.5367537001608391
FCS,Fragile and conflict affected situations,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.3264618415522545
FCS,Fragile and conflict affected situations,SSP3,2030,poverty_3usd,3.867594086021506,31.014375,gini,4.729065612067451
FCS,Fragile and conflict affected situations,SSP3,2050,poverty_3usd,3.867594086021506,22.153125,gini,3.505104854118913
FCS,Fragile and conflict affected situations,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.8787363901601023
FCS,Fragile and conflict affected situations,SSP5,2030,poverty_3usd,3.867594086021506,16.419375000000002,gini,2.0910248043439745
FCS,Fragile and conflict affected situations,SSP5,2050,poverty_3usd,3.867594086021506,11.728125,gini,1.3468699449224824
FCS,Fragile and conflict affected situations,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.7350641930645901
FIN,Finland,SSP1,2030,poverty_3usd,3.867594086021506,0.0612499999999999,gini,-2.79403866540046
FIN,Finland,SSP1,2050,poverty_3usd,3.867594086021506,0.04375,gini,-5.194445813268759
FIN,Finland,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.08579696384163263
FIN,Finland,SSP2,2030,poverty_3usd,3.867594086021506,0.09625,gini,-2.6971645762387206
FIN,Finland,SSP2,2050,poverty_3usd,3.867594086021506,0.06875,gini,-3.756631330992422
FIN,Finland,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,4.514669000755099
FIN,Finland,SSP3,2030,poverty_3usd,3.867594086021506,0.14875,gini,-2.3190388182217703
FIN,Finland,SSP3,2050,poverty_3usd,3.867594086021506,0.10625,gini,-2.230739944445695
FIN,Finland,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-2.1122124170417726
FIN,Finland,SSP5,2030,poverty_3usd,3.867594086021506,0.07875,gini,-2.683880517081799
FIN,Finland,SSP5,2050,poverty_3usd,3.867594086021506,0.05625,gini,-3.4571506728503647
FIN,Finland,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,-25.17138903996622
FJI,Fiji,SSP1,2030,poverty_3usd,3.867594086021506,1.439375,gini,0.023861409263940096
FJI,Fiji,SSP1,2050,poverty_3usd,3.867594086021506,1.028125,gini,1.2409558233354574
FJI,Fiji,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.7331584910902487
FJI,Fiji,SSP2,2030,poverty_3usd,3.867594086021506,2.2618750000000003,gini,-0.04210092723057086
FJI,Fiji,SSP2,2050,poverty_3usd,3.867594086021506,1.6156250000000003,gini,0.18414114932069417
FJI,Fiji,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.445751083953769
FJI,Fiji,SSP3,2030,poverty_3usd,3.867594086021506,3.495625,gini,-0.02856948451329221
FJI,Fiji,SSP3,2050,poverty_3usd,3.867594086021506,2.496875,gini,-0.17243039381676528
FJI,Fiji,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.8824746271561233
FJI,Fiji,SSP5,2030,poverty_3usd,3.867594086021506,1.850625,gini,-0.09230803450135118
FJI,Fiji,SSP5,2050,poverty_3usd,3.867594086021506,1.321875,gini,-0.07432261165235818
FJI,Fiji,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.6713251109276983
FRA,France,SSP1,2030,poverty_3usd,3.867594086021506,0.0306249999999999,gini,0.1800040678859048
FRA,France,SSP1,2050,poverty_3usd,3.867594086021506,0.021875,gini,0.8484713602509182
FRA,France,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-356.41613066489225
FRA,France,SSP2,2030,poverty_3usd,3.867594086021506,0.048125,gini,0.07013606729149206
FRA,France,SSP2,2050,poverty_3usd,3.867594086021506,0.034375,gini,0.32868150340385577
FRA,France,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,1.9979990531512624
FRA,France,SSP3,2030,poverty_3usd,3.867594086021506,0.074375,gini,-0.11056529806795083
FRA,France,SSP3,2050,poverty_3usd,3.867594086021506,0.053125,gini,-0.24721505893432447
FRA,France,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.48116194948262697
FRA,France,SSP5,2030,poverty_3usd,3.867594086021506,0.039375,gini,0.00977787606426596
FRA,France,SSP5,2050,poverty_3usd,3.867594086021506,0.028125,gini,0.09982929179391954
FRA,France,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,0.4825602460984539
FSM,"Micronesia, Fed. Sts.",SSP1,2030,poverty_3usd,3.867594086021506,7.993125,gini,1.6827792689296008
FSM,"Micronesia, Fed. Sts.",SSP1,2050,poverty_3usd,3.867594086021506,5.709375,gini,0.9437082191060661
FSM,"Micronesia, Fed. Sts.",SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.7020805476386839
FSM,"Micronesia, Fed. Sts.",SSP2,2030,poverty_3usd,3.867594086021506,12.560625000000002,gini,3.619548760199739
FSM,"Micronesia, Fed. Sts.",SSP2,2050,poverty_3usd,3.867594086021506,8.971875,gini,2.6445615418858517
FSM,"Micronesia, Fed. Sts.",SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,3.3872388056439036
FSM,"Micronesia, Fed. Sts.",SSP3,2030,poverty_3usd,3.867594086021506,19.411875,gini,6.189366506567663
FSM,"Micronesia, Fed. Sts.",SSP3,2050,poverty_3usd,3.867594086021506,13.865625,gini,4.164586536086682
FSM,"Micronesia, Fed. Sts.",SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.7428750025292006
FSM,"Micronesia, Fed. Sts.",SSP5,2030,poverty_3usd,3.867594086021506,10.276875,gini,2.706228112101991
FSM,"Micronesia, Fed. Sts.",SSP5,2050,poverty_3usd,3.867594086021506,7.340625000000001,gini,1.8289078681853415
FSM,"Micronesia, Fed. Sts.",SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,-10.543998938494308
GAB,Gabon,SSP1,2030,poverty_3usd,3.867594086021506,1.1637499999999998,gini,-3.678086232138801
GAB,Gabon,SSP1,2050,poverty_3usd,3.867594086021506,0.8312499999999999,gini,-0.7369087008804737
GAB,Gabon,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.8086357485009097
GAB,Gabon,SSP2,2030,poverty_3usd,3.867594086021506,1.82875,gini,0.3813134138173055
GAB,Gabon,SSP2,2050,poverty_3usd,3.867594086021506,1.30625,gini,-0.35649770656145746
GAB,Gabon,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.48295026524970835
GAB,Gabon,SSP3,2030,poverty_3usd,3.867594086021506,2.82625,gini,-0.1861553314741743
GAB,Gabon,SSP3,2050,poverty_3usd,3.867594086021506,2.01875,gini,-0.6056376260226596
GAB,Gabon,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-2.213968952438598
GAB,Gabon,SSP5,2030,poverty_3usd,3.867594086021506,1.49625,gini,-0.47484965711674904
GAB,Gabon,SSP5,2050,poverty_3usd,3.867594086021506,1.06875,gini,-0.08639872141562555
GAB,Gabon,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.1876687292992748
GBR,United Kingdom,SSP1,2030,poverty_3usd,3.867594086021506,0.1531249999999999,gini,1.656674207092858
GBR,United Kingdom,SSP1,2050,poverty_3usd,3.867594086021506,0.109375,gini,3.03152336088158
GBR,United Kingdom,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-18.678978228104164
GBR,United Kingdom,SSP2,2030,poverty_3usd,3.867594086021506,0.240625,gini,1.4685042081139292
GBR,United Kingdom,SSP2,2050,poverty_3usd,3.867594086021506,0.171875,gini,2.16693661230175
GBR,United Kingdom,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,11.823524749350156
GBR,United Kingdom,SSP3,2030,poverty_3usd,3.867594086021506,0.371875,gini,1.0823673593638892
GBR,United Kingdom,SSP3,2050,poverty_3usd,3.867594086021506,0.265625,gini,0.90429551035775
GBR,United Kingdom,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,0.5289063539449796
GBR,United Kingdom,SSP5,2030,poverty_3usd,3.867594086021506,0.196875,gini,1.4043091503729324
GBR,United Kingdom,SSP5,2050,poverty_3usd,3.867594086021506,0.140625,gini,1.8236248660655268
GBR,United Kingdom,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,4.747465991142112
GEO,Georgia,SSP1,2030,poverty_3usd,3.867594086021506,1.28625,gini,-0.26065754655881174
GEO,Georgia,SSP1,2050,poverty_3usd,3.867594086021506,0.91875,gini,1.7414371939261508
GEO,Georgia,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.9890105334486057
GEO,Georgia,SSP2,2030,poverty_3usd,3.867594086021506,2.02125,gini,-0.24785394547361442
GEO,Georgia,SSP2,2050,poverty_3usd,3.867594086021506,1.4437500000000003,gini,-0.3578754634806631
GEO,Georgia,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.46859688792070936
GEO,Georgia,SSP3,2030,poverty_3usd,3.867594086021506,3.12375,gini,-0.11827086934202011
GEO,Georgia,SSP3,2050,poverty_3usd,3.867594086021506,2.23125,gini,-0.3402683911647735
GEO,Georgia,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.2011797747662423
GEO,Georgia,SSP5,2030,poverty_3usd,3.867594086021506,1.65375,gini,-0.33731214525457126
GEO,Georgia,SSP5,2050,poverty_3usd,3.867594086021506,1.18125,gini,-0.7035745539491731
GEO,Georgia,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,0.183821051077331
GHA,Ghana,SSP1,2030,poverty_3usd,3.867594086021506,11.943749999999998,gini,1.7329690413639158
GHA,Ghana,SSP1,2050,poverty_3usd,3.867594086021506,8.53125,gini,0.806305095787179
GHA,Ghana,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-8.121228123819039
GHA,Ghana,SSP2,2030,poverty_3usd,3.867594086021506,18.768750000000004,gini,3.3967050732164816
GHA,Ghana,SSP2,2050,poverty_3usd,3.867594086021506,13.406250000000002,gini,2.1930954885761995
GHA,Ghana,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.9555989319654591
GHA,Ghana,SSP3,2030,poverty_3usd,3.867594086021506,29.00625,gini,5.988263654845432
GHA,Ghana,SSP3,2050,poverty_3usd,3.867594086021506,20.71875,gini,4.344713915004551
GHA,Ghana,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.1470488209378293
GHA,Ghana,SSP5,2030,poverty_3usd,3.867594086021506,15.35625,gini,2.71015910164705
GHA,Ghana,SSP5,2050,poverty_3usd,3.867594086021506,10.96875,gini,1.8315927367816964
GHA,Ghana,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.4576800922425108
GIN,Guinea,SSP1,2030,poverty_3usd,3.867594086021506,3.583125,gini,-0.12377550676288604
GIN,Guinea,SSP1,2050,poverty_3usd,3.867594086021506,2.559375,gini,-0.912426566882901
GIN,Guinea,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-0.5210531387765699
GIN,Guinea,SSP2,2030,poverty_3usd,3.867594086021506,5.630625,gini,0.7795486463548259
GIN,Guinea,SSP2,2050,poverty_3usd,3.867594086021506,4.0218750000000005,gini,0.09768621178939849
GIN,Guinea,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,1.3286265114471536
GIN,Guinea,SSP3,2030,poverty_3usd,3.867594086021506,8.701875,gini,1.9594233868751294
GIN,Guinea,SSP3,2050,poverty_3usd,3.867594086021506,6.215624999999999,gini,0.9852414239904295
GIN,Guinea,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.7222412956109818
GIN,Guinea,SSP5,2030,poverty_3usd,3.867594086021506,4.606875,gini,0.33075547038476105
GIN,Guinea,SSP5,2050,poverty_3usd,3.867594086021506,3.290625,gini,-0.35949311003369366
GIN,Guinea,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,8.48330273735595
GMB,"Gambia, The",SSP1,2030,poverty_3usd,3.867594086021506,6.737499999999999,gini,1.2686247525291048
GMB,"Gambia, The",SSP1,2050,poverty_3usd,3.867594086021506,4.8125,gini,0.44104002609448784
GMB,"Gambia, The",SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-2.7326303151801117
GMB,"Gambia, The",SSP2,2030,poverty_3usd,3.867594086021506,10.587500000000002,gini,2.9906306723085465
GMB,"Gambia, The",SSP2,2050,poverty_3usd,3.867594086021506,7.562500000000001,gini,1.7523830106284557
GMB,"Gambia, The",SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,-2.3783626834253666
GMB,"Gambia, The",SSP3,2030,poverty_3usd,3.867594086021506,16.3625,gini,5.395211169419566
GMB,"Gambia, The",SSP3,2050,poverty_3usd,3.867594086021506,11.6875,gini,3.3564588389574967
GMB,"Gambia, The",SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.6406683450955069
GMB,"Gambia, The",SSP5,2030,poverty_3usd,3.867594086021506,8.6625,gini,2.145428561692527
GMB,"Gambia, The",SSP5,2050,poverty_3usd,3.867594086021506,6.1875,gini,1.1146294893232385
GMB,"Gambia, The",SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,-2.3444128584285795
GNB,Guinea-Bissau,SSP1,2030,poverty_3usd,3.867594086021506,12.219374999999998,gini,4.521600123256053
GNB,Guinea-Bissau,SSP1,2050,poverty_3usd,3.867594086021506,8.728124999999999,gini,3.2910631931552787
GNB,Guinea-Bissau,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,5.071436733349402
GNB,Guinea-Bissau,SSP2,2030,poverty_3usd,3.867594086021506,19.201875,gini,8.295131147935402
GNB,Guinea-Bissau,SSP2,2050,poverty_3usd,3.867594086021506,13.715625,gini,6.435056881921181
GNB,Guinea-Bissau,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,-9.142401485163385
GNB,Guinea-Bissau,SSP3,2030,poverty_3usd,3.867594086021506,29.675625,gini,13.013749876847585
GNB,Guinea-Bissau,SSP3,2050,poverty_3usd,3.867594086021506,21.196875,gini,8.7867832044372
GNB,Guinea-Bissau,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,-1.9828646382471078
GNB,Guinea-Bissau,SSP5,2030,poverty_3usd,3.867594086021506,15.710625,gini,6.415650876318204
GNB,Guinea-Bissau,SSP5,2050,poverty_3usd,3.867594086021506,11.221875,gini,4.758645123530699
GNB,Guinea-Bissau,SSP5,2100,poverty_3usd,3.867594086021506,0.0,gini,-5.514315802635095
GNQ,Equatorial Guinea,SSP1,2030,poverty_3usd,3.867594086021506,2.6950000000000003,gini,0.765099862023525
GNQ,Equatorial Guinea,SSP1,2050,poverty_3usd,3.867594086021506,1.925,gini,7.979620493970611
GNQ,Equatorial Guinea,SSP1,2100,poverty_3usd,3.867594086021506,0.0,gini,-2.578874017111523
GNQ,Equatorial Guinea,SSP2,2030,poverty_3usd,3.867594086021506,4.235,gini,-0.20956719226907605
GNQ,Equatorial Guinea,SSP2,2050,poverty_3usd,3.867594086021506,3.0250000000000004,gini,1.3849714214049937
GNQ,Equatorial Guinea,SSP2,2100,poverty_3usd,3.867594086021506,0.0,gini,-2.837799884269624
GNQ,Equatorial Guinea,SSP3,2030,poverty_3usd,3.867594086021506,6.545,gini,-0.9912654686349469
GNQ,Equatorial Guinea,SSP3,2050,poverty_3usd,3.867594086021506,4.675000000000001,gini,-0.24108447928813417
GNQ,Equatorial Guinea,SSP3,2100,poverty_3usd,3.867594086021506,0.0,gini,0.5758758780438806
GNQ,Equatorial Guinea,SSP5,2030,poverty_3usd,3.867594086021506,3.4650000000000003,gini,0.2125873640415309
GNQ,Equatorial Guinea,SSP5,2050,poverty_3usd,3.867594086021506,2.475,gini,1.5871546822400147
